timestamp	light	rgb	motion	temp	press
2019-03-29T12:23:16.705327	401.000000	84,95,77	0.027099609375,-0.02996826171875,1.042236328125	34.720762	83234.141426
2019-03-29T12:23:17.726477	401.000000	84,95,77	0.02423095703125,-0.0296630859375,1.04217529296875	34.719532	83234.303161
2019-03-29T12:23:18.747632	402.000000	84,95,77	0.0263671875,-0.0302734375,1.041748046875	34.718916	83234.384029
2019-03-29T12:23:19.768813	399.000000	84,95,77	0.02545166015625,-0.02960205078125,1.042236328125	34.717993	83234.749662
2019-03-29T12:23:20.789977	397.000000	84,95,77	0.02362060546875,-0.0301513671875,1.0430908203125	34.715531	83234.910236
2019-03-29T12:23:21.811108	395.000000	84,94,77	0.02740478515625,-0.0303955078125,1.04119873046875	34.713992	83235.030955
2019-03-29T12:23:22.832248	397.000000	84,95,77	0.0540771484375,0.00042724609375,1.03607177734375	34.713685	83234.827055
2019-03-29T12:23:23.853335	396.000000	84,95,77	0.0203857421875,-0.04132080078125,1.0406494140625	34.712454	83234.988784
2019-03-29T12:23:24.874527	396.000000	84,95,77	0.02899169921875,-0.02374267578125,1.03118896484375	34.713377	83234.989943
2019-03-29T12:23:25.895652	398.000000	84,95,77	0.023193359375,-0.0291748046875,1.0367431640625	34.713685	83234.664167
